Region,Vaccine,Year,Percentage
Eastern & Southern Africa,DTP3,1989,57
Eastern & Southern Africa,HEPB3,1989,0
Eastern & Southern Africa,MCV1,1989,59
Eastern & Southern Africa,POL3,1989,56
Eastern & Southern Africa,RCV1,1989,0
Eastern & Southern Africa,BCG,1990,73
Eastern & Southern Africa,DTP1,1990,81
Eastern & Southern Africa,DTP3,1990,62
Eastern & Southern Africa,HEPB3,1990,0
Eastern & Southern Africa,HIB3,1990,0
Eastern & Southern Africa,MCV1,1990,62
Eastern & Southern Africa,POL3,1990,63
Eastern & Southern Africa,RCV1,1990,0
Eastern & Southern Africa,BCG,1991,69
Eastern & Southern Africa,DTP1,1991,76
Eastern & Southern Africa,DTP3,1991,58
Eastern & Southern Africa,HEPB3,1991,0
Eastern & Southern Africa,HIB3,1991,0
Eastern & Southern Africa,MCV1,1991,58
Eastern & Southern Africa,POL3,1991,59
Eastern & Southern Africa,RCV1,1991,0
Eastern & Southern Africa,BCG,1992,68
Eastern & Southern Africa,DTP1,1992,74
Eastern & Southern Africa,DTP3,1992,56
Eastern & Southern Africa,HEPB3,1992,0
Eastern & Southern Africa,HIB3,1992,0
Eastern & Southern Africa,MCV1,1992,57
Eastern & Southern Africa,POL3,1992,57
Eastern & Southern Africa,RCV1,1992,0
Eastern & Southern Africa,BCG,1993,72
Eastern & Southern Africa,DTP1,1993,78
Eastern & Southern Africa,DTP3,1993,60
Eastern & Southern Africa,HEPB3,1993,0
Eastern & Southern Africa,HIB3,1993,0
Eastern & Southern Africa,MCV1,1993,59
Eastern & Southern Africa,POL3,1993,59
Eastern & Southern Africa,RCV1,1993,0
Eastern & Southern Africa,BCG,1994,76
Eastern & Southern Africa,DTP1,1994,81
Eastern & Southern Africa,DTP3,1994,64
Eastern & Southern Africa,HEPB3,1994,0
Eastern & Southern Africa,HIB3,1994,0
Eastern & Southern Africa,MCV1,1994,64
Eastern & Southern Africa,POL3,1994,63
Eastern & Southern Africa,RCV1,1994,0
Eastern & Southern Africa,BCG,1995,79
Eastern & Southern Africa,DTP1,1995,82
Eastern & Southern Africa,DTP3,1995,65
Eastern & Southern Africa,HEPB3,1995,0
Eastern & Southern Africa,HIB3,1995,0
Eastern & Southern Africa,MCV1,1995,62
Eastern & Southern Africa,POL3,1995,66
Eastern & Southern Africa,RCV1,1995,0
Eastern & Southern Africa,BCG,1996,77
Eastern & Southern Africa,DTP1,1996,82
Eastern & Southern Africa,DTP3,1996,65
Eastern & Southern Africa,HEPB3,1996,1
Eastern & Southern Africa,HIB3,1996,0
Eastern & Southern Africa,MCV1,1996,65
Eastern & Southern Africa,POL3,1996,68
Eastern & Southern Africa,RCV1,1996,0
Eastern & Southern Africa,BCG,1997,77
Eastern & Southern Africa,DTP1,1997,83
Eastern & Southern Africa,DTP3,1997,64
Eastern & Southern Africa,HEPB3,1997,7
Eastern & Southern Africa,HIB3,1997,0
Eastern & Southern Africa,MCV1,1997,65
Eastern & Southern Africa,POL3,1997,69
Eastern & Southern Africa,RCV1,1997,0
Eastern & Southern Africa,YFV,1997,1
Eastern & Southern Africa,BCG,1998,75
Eastern & Southern Africa,DTP1,1998,78
Eastern & Southern Africa,DTP3,1998,61
Eastern & Southern Africa,HEPB3,1998,7
Eastern & Southern Africa,HIB3,1998,0
Eastern & Southern Africa,MCV1,1998,62
Eastern & Southern Africa,POL3,1998,66
Eastern & Southern Africa,RCV1,1998,0
Eastern & Southern Africa,YFV,1998,2
Eastern & Southern Africa,BCG,1999,75
Eastern & Southern Africa,DTP1,1999,73
Eastern & Southern Africa,DTP3,1999,58
Eastern & Southern Africa,HEPB3,1999,7
Eastern & Southern Africa,HIB3,1999,0
Eastern & Southern Africa,MCV1,1999,59
Eastern & Southern Africa,POL3,1999,65
Eastern & Southern Africa,RCV1,1999,0
Eastern & Southern Africa,YFV,1999,2
Eastern & Southern Africa,BCG,2000,74
Eastern & Southern Africa,DTP1,2000,74
Eastern & Southern Africa,DTP3,2000,60
Eastern & Southern Africa,HEPB3,2000,8
Eastern & Southern Africa,HEPBB,2000,0
Eastern & Southern Africa,HIB3,2000,6
Eastern & Southern Africa,MCV1,2000,60
Eastern & Southern Africa,MCV2,2000,5
Eastern & Southern Africa,POL3,2000,63
Eastern & Southern Africa,RCV1,2000,0
Eastern & Southern Africa,YFV,2000,2
Eastern & Southern Africa,BCG,2001,77
Eastern & Southern Africa,DTP1,2001,76
Eastern & Southern Africa,DTP3,2001,62
Eastern & Southern Africa,HEPB3,2001,9
Eastern & Southern Africa,HEPBB,2001,0
Eastern & Southern Africa,HIB3,2001,5
Eastern & Southern Africa,MCV1,2001,62
Eastern & Southern Africa,MCV2,2001,4
Eastern & Southern Africa,POL3,2001,64
Eastern & Southern Africa,RCV1,2001,0
Eastern & Southern Africa,YFV,2001,2
Eastern & Southern Africa,BCG,2002,77
Eastern & Southern Africa,DTP1,2002,77
Eastern & Southern Africa,DTP3,2002,63
Eastern & Southern Africa,HEPB3,2002,39
Eastern & Southern Africa,HEPBB,2002,0
Eastern & Southern Africa,HIB3,2002,19
Eastern & Southern Africa,MCV1,2002,63
Eastern & Southern Africa,MCV2,2002,4
Eastern & Southern Africa,POL3,2002,66
Eastern & Southern Africa,RCV1,2002,0
Eastern & Southern Africa,YFV,2002,2
Eastern & Southern Africa,BCG,2003,77
Eastern & Southern Africa,DTP1,2003,80
Eastern & Southern Africa,DTP3,2003,66
Eastern & Southern Africa,HEPB3,2003,41
Eastern & Southern Africa,HEPBB,2003,0
Eastern & Southern Africa,HIB3,2003,21
Eastern & Southern Africa,MCV1,2003,64
Eastern & Southern Africa,MCV2,2003,4
Eastern & Southern Africa,POL3,2003,67
Eastern & Southern Africa,RCV1,2003,0
Eastern & Southern Africa,YFV,2003,3
Eastern & Southern Africa,BCG,2004,77
Eastern & Southern Africa,DTP1,2004,80
Eastern & Southern Africa,DTP3,2004,68
Eastern & Southern Africa,HEPB3,2004,45
Eastern & Southern Africa,HEPBB,2004,0
Eastern & Southern Africa,HIB3,2004,27
Eastern & Southern Africa,MCV1,2004,65
Eastern & Southern Africa,MCV2,2004,4
Eastern & Southern Africa,POL3,2004,68
Eastern & Southern Africa,RCV1,2004,0
Eastern & Southern Africa,YFV,2004,3
Eastern & Southern Africa,BCG,2005,79
Eastern & Southern Africa,DTP1,2005,81
Eastern & Southern Africa,DTP3,2005,70
Eastern & Southern Africa,HEPB3,2005,51
Eastern & Southern Africa,HEPBB,2005,0
Eastern & Southern Africa,HIB3,2005,28
Eastern & Southern Africa,MCV1,2005,64
Eastern & Southern Africa,MCV2,2005,4
Eastern & Southern Africa,POL3,2005,68
Eastern & Southern Africa,RCV1,2005,0
Eastern & Southern Africa,YFV,2005,2
Eastern & Southern Africa,BCG,2006,80
Eastern & Southern Africa,DTP1,2006,83
Eastern & Southern Africa,DTP3,2006,71
Eastern & Southern Africa,HEPB3,2006,56
Eastern & Southern Africa,HEPBB,2006,0
Eastern & Southern Africa,HIB3,2006,29
Eastern & Southern Africa,MCV1,2006,67
Eastern & Southern Africa,MCV2,2006,5
Eastern & Southern Africa,POL3,2006,70
Eastern & Southern Africa,RCV1,2006,0
Eastern & Southern Africa,ROTAC,2006,0
Eastern & Southern Africa,YFV,2006,2
Eastern & Southern Africa,BCG,2007,82
Eastern & Southern Africa,DTP1,2007,85
Eastern & Southern Africa,DTP3,2007,73
Eastern & Southern Africa,HEPB3,2007,69
Eastern & Southern Africa,HEPBB,2007,0
Eastern & Southern Africa,HIB3,2007,41
Eastern & Southern Africa,MCV1,2007,72
Eastern & Southern Africa,MCV2,2007,4
Eastern & Southern Africa,POL3,2007,74
Eastern & Southern Africa,RCV1,2007,0
Eastern & Southern Africa,ROTAC,2007,0
Eastern & Southern Africa,YFV,2007,4
Eastern & Southern Africa,BCG,2008,84
Eastern & Southern Africa,DTP1,2008,84
Eastern & Southern Africa,DTP3,2008,74
Eastern & Southern Africa,HEPB3,2008,71
Eastern & Southern Africa,HEPBB,2008,0
Eastern & Southern Africa,HIB3,2008,56
Eastern & Southern Africa,MCV1,2008,72
Eastern & Southern Africa,MCV2,2008,5
Eastern & Southern Africa,PCV3,2008,0
Eastern & Southern Africa,POL3,2008,75
Eastern & Southern Africa,RCV1,2008,0
Eastern & Southern Africa,ROTAC,2008,0
Eastern & Southern Africa,YFV,2008,3
Eastern & Southern Africa,BCG,2009,84
Eastern & Southern Africa,DTP1,2009,85
Eastern & Southern Africa,DTP3,2009,75
Eastern & Southern Africa,HEPB3,2009,72
Eastern & Southern Africa,HEPBB,2009,0
Eastern & Southern Africa,HIB3,2009,72
Eastern & Southern Africa,MCV1,2009,75
Eastern & Southern Africa,MCV2,2009,5
Eastern & Southern Africa,PCV3,2009,1
Eastern & Southern Africa,POL3,2009,75
Eastern & Southern Africa,RCV1,2009,0
Eastern & Southern Africa,ROTAC,2009,1
Eastern & Southern Africa,YFV,2009,2
Eastern & Southern Africa,BCG,2010,86
Eastern & Southern Africa,DTP1,2010,87
Eastern & Southern Africa,DTP3,2010,77
Eastern & Southern Africa,HEPB3,2010,74
Eastern & Southern Africa,HEPBB,2010,0
Eastern & Southern Africa,HIB3,2010,74
Eastern & Southern Africa,MCV1,2010,78
Eastern & Southern Africa,MCV2,2010,5
Eastern & Southern Africa,PCV3,2010,6
Eastern & Southern Africa,POL3,2010,79
Eastern & Southern Africa,RCV1,2010,0
Eastern & Southern Africa,ROTAC,2010,4
Eastern & Southern Africa,YFV,2010,2
Eastern & Southern Africa,BCG,2011,88
Eastern & Southern Africa,DTP1,2011,87
Eastern & Southern Africa,DTP3,2011,79
Eastern & Southern Africa,HEPB3,2011,76
Eastern & Southern Africa,HEPBB,2011,0
Eastern & Southern Africa,HIB3,2011,76
Eastern & Southern Africa,MCV1,2011,78
Eastern & Southern Africa,MCV2,2011,5
Eastern & Southern Africa,PCV3,2011,17
Eastern & Southern Africa,POL3,2011,79
Eastern & Southern Africa,RCV1,2011,0
Eastern & Southern Africa,ROTAC,2011,7
Eastern & Southern Africa,YFV,2011,3
Eastern & Southern Africa,BCG,2012,86
Eastern & Southern Africa,DTP1,2012,86
Eastern & Southern Africa,DTP3,2012,78
Eastern & Southern Africa,HEPB3,2012,75
Eastern & Southern Africa,HEPBB,2012,0
Eastern & Southern Africa,HIB3,2012,75
Eastern & Southern Africa,MCV1,2012,79
Eastern & Southern Africa,MCV2,2012,6
Eastern & Southern Africa,PCV3,2012,27
Eastern & Southern Africa,POL3,2012,79
Eastern & Southern Africa,RCV1,2012,0
Eastern & Southern Africa,ROTAC,2012,12
Eastern & Southern Africa,YFV,2012,3
Eastern & Southern Africa,BCG,2013,84
Eastern & Southern Africa,DTP1,2013,84
Eastern & Southern Africa,DTP3,2013,77
Eastern & Southern Africa,HEPB3,2013,76
Eastern & Southern Africa,HEPBB,2013,0
Eastern & Southern Africa,HIB3,2013,77
Eastern & Southern Africa,MCV1,2013,77
Eastern & Southern Africa,MCV2,2013,10
Eastern & Southern Africa,PCV3,2013,49
Eastern & Southern Africa,POL3,2013,79
Eastern & Southern Africa,RCV1,2013,0
Eastern & Southern Africa,ROTAC,2013,26
Eastern & Southern Africa,YFV,2013,2
Eastern & Southern Africa,BCG,2014,85
Eastern & Southern Africa,DTP1,2014,87
Eastern & Southern Africa,DTP3,2014,80
Eastern & Southern Africa,HEPB3,2014,79
Eastern & Southern Africa,HEPBB,2014,0
Eastern & Southern Africa,HIB3,2014,79
Eastern & Southern Africa,MCV1,2014,77
Eastern & Southern Africa,MCV2,2014,15
Eastern & Southern Africa,PCV3,2014,69
Eastern & Southern Africa,POL3,2014,80
Eastern & Southern Africa,RCV1,2014,11
Eastern & Southern Africa,ROTAC,2014,50
Eastern & Southern Africa,YFV,2014,5
Eastern & Southern Africa,BCG,2015,82
Eastern & Southern Africa,DTP1,2015,87
Eastern & Southern Africa,DTP3,2015,80
Eastern & Southern Africa,HEPB3,2015,79
Eastern & Southern Africa,HEPBB,2015,0
Eastern & Southern Africa,HIB3,2015,79
Eastern & Southern Africa,IPV1,2015,13
Eastern & Southern Africa,MCV1,2015,77
Eastern & Southern Africa,MCV2,2015,26
Eastern & Southern Africa,PCV3,2015,71
Eastern & Southern Africa,POL3,2015,81
Eastern & Southern Africa,RCV1,2015,13
Eastern & Southern Africa,ROTAC,2015,60
Eastern & Southern Africa,YFV,2015,5
Eastern & Southern Africa,BCG,2016,83
Eastern & Southern Africa,DTP1,2016,87
Eastern & Southern Africa,DTP3,2016,80
Eastern & Southern Africa,HEPB3,2016,80
Eastern & Southern Africa,HEPBB,2016,0
Eastern & Southern Africa,HIB3,2016,80
Eastern & Southern Africa,IPV1,2016,30
Eastern & Southern Africa,MCV1,2016,75
Eastern & Southern Africa,MCV2,2016,34
Eastern & Southern Africa,PCV3,2016,73
Eastern & Southern Africa,POL3,2016,80
Eastern & Southern Africa,RCV1,2016,14
Eastern & Southern Africa,ROTAC,2016,64
Eastern & Southern Africa,YFV,2016,3
Eastern & Southern Africa,BCG,2017,82
Eastern & Southern Africa,DTP1,2017,86
Eastern & Southern Africa,DTP3,2017,80
Eastern & Southern Africa,HEPB3,2017,79
Eastern & Southern Africa,HEPBB,2017,0
Eastern & Southern Africa,HIB3,2017,79
Eastern & Southern Africa,IPV1,2017,36
Eastern & Southern Africa,MCV1,2017,75
Eastern & Southern Africa,MCV2,2017,35
Eastern & Southern Africa,PCV3,2017,74
Eastern & Southern Africa,POL3,2017,79
Eastern & Southern Africa,RCV1,2017,31
Eastern & Southern Africa,ROTAC,2017,65
Eastern & Southern Africa,YFV,2017,4
Eastern & Southern Africa,BCG,2018,81
Eastern & Southern Africa,DTP1,2018,87
Eastern & Southern Africa,DTP3,2018,80
Eastern & Southern Africa,HEPB3,2018,80
Eastern & Southern Africa,HEPBB,2018,0
Eastern & Southern Africa,HIB3,2018,80
Eastern & Southern Africa,IPV1,2018,60
Eastern & Southern Africa,MCV1,2018,75
Eastern & Southern Africa,MCV2,2018,38
Eastern & Southern Africa,PCV3,2018,75
Eastern & Southern Africa,POL3,2018,80
Eastern & Southern Africa,RCV1,2018,40
Eastern & Southern Africa,ROTAC,2018,70
Eastern & Southern Africa,YFV,2018,6
Eastern & Southern Africa,BCG,2019,82
Eastern & Southern Africa,DTP1,2019,87
Eastern & Southern Africa,DTP3,2019,81
Eastern & Southern Africa,HEPB3,2019,80
Eastern & Southern Africa,HEPBB,2019,4
Eastern & Southern Africa,HIB3,2019,80
Eastern & Southern Africa,IPV1,2019,77
Eastern & Southern Africa,MCV1,2019,76
Eastern & Southern Africa,MCV2,2019,49
Eastern & Southern Africa,PCV3,2019,75
Eastern & Southern Africa,POL3,2019,81
Eastern & Southern Africa,RCV1,2019,40
Eastern & Southern Africa,ROTAC,2019,77
Eastern & Southern Africa,YFV,2019,6
Eastern Europe & Central Asia,BCG,1980,9
Eastern Europe & Central Asia,DTP1,1980,57
Eastern Europe & Central Asia,DTP3,1980,39
Eastern Europe & Central Asia,MCV1,1980,29
Eastern Europe & Central Asia,POL3,1980,54
Eastern Europe & Central Asia,RCV1,1980,0
Eastern Europe & Central Asia,BCG,1981,40
Eastern Europe & Central Asia,DTP1,1981,69
Eastern Europe & Central Asia,DTP3,1981,55
Eastern Europe & Central Asia,MCV1,1981,46
Eastern Europe & Central Asia,POL3,1981,59
Eastern Europe & Central Asia,RCV1,1981,0
Eastern Europe & Central Asia,BCG,1982,43
Eastern Europe & Central Asia,DTP1,1982,67
Eastern Europe & Central Asia,DTP3,1982,51
Eastern Europe & Central Asia,MCV1,1982,55
Eastern Europe & Central Asia,POL3,1982,53
Eastern Europe & Central Asia,RCV1,1982,0
Eastern Europe & Central Asia,BCG,1983,56
Eastern Europe & Central Asia,DTP1,1983,66
Eastern Europe & Central Asia,DTP3,1983,50
Eastern Europe & Central Asia,MCV1,1983,70
Eastern Europe & Central Asia,POL3,1983,52
Eastern Europe & Central Asia,RCV1,1983,0
Eastern Europe & Central Asia,BCG,1984,61
Eastern Europe & Central Asia,DTP1,1984,66
Eastern Europe & Central Asia,DTP3,1984,50
Eastern Europe & Central Asia,MCV1,1984,70
Eastern Europe & Central Asia,POL3,1984,50
Eastern Europe & Central Asia,RCV1,1984,0
Eastern Europe & Central Asia,BCG,1985,64
Eastern Europe & Central Asia,DTP1,1985,84
Eastern Europe & Central Asia,DTP3,1985,67
Eastern Europe & Central Asia,HEPB3,1985,0
Eastern Europe & Central Asia,MCV1,1985,70
Eastern Europe & Central Asia,POL3,1985,66
Eastern Europe & Central Asia,RCV1,1985,0
Eastern Europe & Central Asia,BCG,1986,85
Eastern Europe & Central Asia,DTP1,1986,78
Eastern Europe & Central Asia,DTP3,1986,59
Eastern Europe & Central Asia,HEPB3,1986,0
Eastern Europe & Central Asia,MCV1,1986,71
Eastern Europe & Central Asia,POL3,1986,59
Eastern Europe & Central Asia,RCV1,1986,0
Eastern Europe & Central Asia,BCG,1987,89
Eastern Europe & Central Asia,DTP1,1987,96
Eastern Europe & Central Asia,DTP3,1987,88
Eastern Europe & Central Asia,HEPB3,1987,0
Eastern Europe & Central Asia,MCV1,1987,75
Eastern Europe & Central Asia,POL3,1987,88
Eastern Europe & Central Asia,RCV1,1987,0
Eastern Europe & Central Asia,BCG,1988,96
Eastern Europe & Central Asia,DTP1,1988,96
Eastern Europe & Central Asia,DTP3,1988,89
Eastern Europe & Central Asia,HEPB3,1988,0
Eastern Europe & Central Asia,MCV1,1988,83
Eastern Europe & Central Asia,POL3,1988,88
Eastern Europe & Central Asia,RCV1,1988,0
Eastern Europe & Central Asia,BCG,1989,94
Eastern Europe & Central Asia,DTP1,1989,94
Eastern Europe & Central Asia,DTP3,1989,84
Eastern Europe & Central Asia,HEPB3,1989,0
Eastern Europe & Central Asia,MCV1,1989,77
Eastern Europe & Central Asia,POL3,1989,84
Eastern Europe & Central Asia,RCV1,1989,0
Eastern Europe & Central Asia,BCG,1990,93
Eastern Europe & Central Asia,DTP1,1990,95
Eastern Europe & Central Asia,DTP3,1990,87
Eastern Europe & Central Asia,HEPB3,1990,0
Eastern Europe & Central Asia,HIB3,1990,0
Eastern Europe & Central Asia,MCV1,1990,82
Eastern Europe & Central Asia,POL3,1990,86
Eastern Europe & Central Asia,RCV1,1990,0
Eastern Europe & Central Asia,BCG,1991,92
Eastern Europe & Central Asia,DTP1,1991,91
Eastern Europe & Central Asia,DTP3,1991,78
Eastern Europe & Central Asia,HEPB3,1991,0
Eastern Europe & Central Asia,HIB3,1991,0
Eastern Europe & Central Asia,MCV1,1991,78
Eastern Europe & Central Asia,POL3,1991,76
Eastern Europe & Central Asia,RCV1,1991,0
Eastern Europe & Central Asia,BCG,1992,89
Eastern Europe & Central Asia,DTP1,1992,91
Eastern Europe & Central Asia,DTP3,1992,80
Eastern Europe & Central Asia,HEPB3,1992,1
Eastern Europe & Central Asia,HIB3,1992,0
Eastern Europe & Central Asia,MCV1,1992,81
Eastern Europe & Central Asia,POL3,1992,79
Eastern Europe & Central Asia,RCV1,1992,1
Eastern Europe & Central Asia,BCG,1993,89
Eastern Europe & Central Asia,DTP1,1993,90
Eastern Europe & Central Asia,DTP3,1993,75
Eastern Europe & Central Asia,HEPB3,1993,1
Eastern Europe & Central Asia,HIB3,1993,0
Eastern Europe & Central Asia,MCV1,1993,83
Eastern Europe & Central Asia,POL3,1993,77
Eastern Europe & Central Asia,RCV1,1993,3
Eastern Europe & Central Asia,BCG,1994,91
Eastern Europe & Central Asia,DTP1,1994,94
Eastern Europe & Central Asia,DTP3,1994,85
Eastern Europe & Central Asia,HEPB3,1994,2
Eastern Europe & Central Asia,HIB3,1994,0
Eastern Europe & Central Asia,MCV1,1994,81
Eastern Europe & Central Asia,POL3,1994,82
Eastern Europe & Central Asia,RCV1,1994,5
Eastern Europe & Central Asia,BCG,1995,92
Eastern Europe & Central Asia,DTP1,1995,92
Eastern Europe & Central Asia,DTP3,1995,82
Eastern Europe & Central Asia,HEPB3,1995,3
Eastern Europe & Central Asia,HIB3,1995,0
Eastern Europe & Central Asia,MCV1,1995,82
Eastern Europe & Central Asia,POL3,1995,82
Eastern Europe & Central Asia,RCV1,1995,5
Eastern Europe & Central Asia,BCG,1996,93
Eastern Europe & Central Asia,DTP1,1996,94
Eastern Europe & Central Asia,DTP3,1996,85
Eastern Europe & Central Asia,HEPB3,1996,7
Eastern Europe & Central Asia,HIB3,1996,0
Eastern Europe & Central Asia,MCV1,1996,85
Eastern Europe & Central Asia,POL3,1996,87
Eastern Europe & Central Asia,RCV1,1996,7
Eastern Europe & Central Asia,BCG,1997,93
Eastern Europe & Central Asia,DTP1,1997,95
Eastern Europe & Central Asia,DTP3,1997,89
Eastern Europe & Central Asia,HEPB3,1997,7
Eastern Europe & Central Asia,HIB3,1997,0
Eastern Europe & Central Asia,MCV1,1997,89
Eastern Europe & Central Asia,POL3,1997,90
Eastern Europe & Central Asia,RCV1,1997,7
Eastern Europe & Central Asia,BCG,1998,94
Eastern Europe & Central Asia,DTP1,1998,95
Eastern Europe & Central Asia,DTP3,1998,90
Eastern Europe & Central Asia,HEPB3,1998,10
Eastern Europe & Central Asia,HIB3,1998,0
Eastern Europe & Central Asia,MCV1,1998,90
Eastern Europe & Central Asia,POL3,1998,91
Eastern Europe & Central Asia,RCV1,1998,7
Eastern Europe & Central Asia,BCG,1999,95
Eastern Europe & Central Asia,DTP1,1999,95
Eastern Europe & Central Asia,DTP3,1999,91
Eastern Europe & Central Asia,HEPB3,1999,11
Eastern Europe & Central Asia,HIB3,1999,0
Eastern Europe & Central Asia,MCV1,1999,91
Eastern Europe & Central Asia,POL3,1999,91
Eastern Europe & Central Asia,RCV1,1999,7
Eastern Europe & Central Asia,BCG,2000,96
Eastern Europe & Central Asia,DTP1,2000,95
Eastern Europe & Central Asia,DTP3,2000,93
Eastern Europe & Central Asia,HEPB3,2000,33
Eastern Europe & Central Asia,HEPBB,2000,13
Eastern Europe & Central Asia,HIB3,2000,0
Eastern Europe & Central Asia,MCV1,2000,93
Eastern Europe & Central Asia,MCV2,2000,63
Eastern Europe & Central Asia,POL3,2000,93
Eastern Europe & Central Asia,RCV1,2000,32
Eastern Europe & Central Asia,BCG,2001,96
Eastern Europe & Central Asia,DTP1,2001,96
Eastern Europe & Central Asia,DTP3,2001,93
Eastern Europe & Central Asia,HEPB3,2001,47
Eastern Europe & Central Asia,HEPBB,2001,17
Eastern Europe & Central Asia,HIB3,2001,0
Eastern Europe & Central Asia,MCV1,2001,94
Eastern Europe & Central Asia,MCV2,2001,89
Eastern Europe & Central Asia,POL3,2001,94
Eastern Europe & Central Asia,RCV1,2001,43
Eastern Europe & Central Asia,BCG,2002,95
Eastern Europe & Central Asia,DTP1,2002,93
Eastern Europe & Central Asia,DTP3,2002,91
Eastern Europe & Central Asia,HEPB3,2002,71
Eastern Europe & Central Asia,HEPBB,2002,38
Eastern Europe & Central Asia,HIB3,2002,1
Eastern Europe & Central Asia,MCV1,2002,92
Eastern Europe & Central Asia,MCV2,2002,90
Eastern Europe & Central Asia,POL3,2002,91
Eastern Europe & Central Asia,RCV1,2002,49
Eastern Europe & Central Asia,BCG,2003,95
Eastern Europe & Central Asia,DTP1,2003,91
Eastern Europe & Central Asia,DTP3,2003,87
Eastern Europe & Central Asia,HEPB3,2003,80
Eastern Europe & Central Asia,HEPBB,2003,59
Eastern Europe & Central Asia,HIB3,2003,1
Eastern Europe & Central Asia,MCV1,2003,91
Eastern Europe & Central Asia,MCV2,2003,95
Eastern Europe & Central Asia,POL3,2003,88
Eastern Europe & Central Asia,RCV1,2003,51
Eastern Europe & Central Asia,BCG,2004,92
Eastern Europe & Central Asia,DTP1,2004,93
Eastern Europe & Central Asia,DTP3,2004,92
Eastern Europe & Central Asia,HEPB3,2004,88
Eastern Europe & Central Asia,HEPBB,2004,65
Eastern Europe & Central Asia,HIB3,2004,1
Eastern Europe & Central Asia,MCV1,2004,92
Eastern Europe & Central Asia,MCV2,2004,96
Eastern Europe & Central Asia,POL3,2004,93
Eastern Europe & Central Asia,RCV1,2004,57
Eastern Europe & Central Asia,BCG,2005,93
Eastern Europe & Central Asia,DTP1,2005,96
Eastern Europe & Central Asia,DTP3,2005,95
Eastern Europe & Central Asia,HEPB3,2005,91
Eastern Europe & Central Asia,HEPBB,2005,68
Eastern Europe & Central Asia,HIB3,2005,1
Eastern Europe & Central Asia,MCV1,2005,95
Eastern Europe & Central Asia,MCV2,2005,94
Eastern Europe & Central Asia,POL3,2005,95
Eastern Europe & Central Asia,RCV1,2005,58
Eastern Europe & Central Asia,BCG,2006,95
Eastern Europe & Central Asia,DTP1,2006,96
Eastern Europe & Central Asia,DTP3,2006,94
Eastern Europe & Central Asia,HEPB3,2006,91
Eastern Europe & Central Asia,HEPBB,2006,67
Eastern Europe & Central Asia,HIB3,2006,3
Eastern Europe & Central Asia,MCV1,2006,96
Eastern Europe & Central Asia,MCV2,2006,89
Eastern Europe & Central Asia,POL3,2006,94
Eastern Europe & Central Asia,RCV1,2006,92
Eastern Europe & Central Asia,ROTAC,2006,0
Eastern Europe & Central Asia,BCG,2007,96
Eastern Europe & Central Asia,DTP1,2007,98
Eastern Europe & Central Asia,DTP3,2007,96
Eastern Europe & Central Asia,HEPB3,2007,95
Eastern Europe & Central Asia,HEPBB,2007,66
Eastern Europe & Central Asia,HIB3,2007,24
Eastern Europe & Central Asia,MCV1,2007,97
Eastern Europe & Central Asia,MCV2,2007,90
Eastern Europe & Central Asia,POL3,2007,96
Eastern Europe & Central Asia,RCV1,2007,93
Eastern Europe & Central Asia,ROTAC,2007,0
Eastern Europe & Central Asia,BCG,2008,96
Eastern Europe & Central Asia,DTP1,2008,97
Eastern Europe & Central Asia,DTP3,2008,96
Eastern Europe & Central Asia,HEPB3,2008,93
Eastern Europe & Central Asia,HEPBB,2008,66
Eastern Europe & Central Asia,HIB3,2008,36
Eastern Europe & Central Asia,MCV1,2008,97
Eastern Europe & Central Asia,MCV2,2008,87
Eastern Europe & Central Asia,PCV3,2008,0
Eastern Europe & Central Asia,POL3,2008,96
Eastern Europe & Central Asia,RCV1,2008,93
Eastern Europe & Central Asia,ROTAC,2008,0
Eastern Europe & Central Asia,BCG,2009,96
Eastern Europe & Central Asia,DTP1,2009,95
Eastern Europe & Central Asia,DTP3,2009,94
Eastern Europe & Central Asia,HEPB3,2009,93
Eastern Europe & Central Asia,HEPBB,2009,65
Eastern Europe & Central Asia,HIB3,2009,51
Eastern Europe & Central Asia,MCV1,2009,95
Eastern Europe & Central Asia,MCV2,2009,83
Eastern Europe & Central Asia,PCV3,2009,21
Eastern Europe & Central Asia,POL3,2009,95
Eastern Europe & Central Asia,RCV1,2009,95
Eastern Europe & Central Asia,ROTAC,2009,0
Eastern Europe & Central Asia,BCG,2010,97
Eastern Europe & Central Asia,DTP1,2010,94
Eastern Europe & Central Asia,DTP3,2010,93
Eastern Europe & Central Asia,HEPB3,2010,92
Eastern Europe & Central Asia,HEPBB,2010,59
Eastern Europe & Central Asia,HIB3,2010,55
Eastern Europe & Central Asia,MCV1,2010,94
Eastern Europe & Central Asia,MCV2,2010,87
Eastern Europe & Central Asia,PCV3,2010,21
Eastern Europe & Central Asia,POL3,2010,93
Eastern Europe & Central Asia,RCV1,2010,94
Eastern Europe & Central Asia,ROTAC,2010,0
Eastern Europe & Central Asia,BCG,2011,96
Eastern Europe & Central Asia,DTP1,2011,94
Eastern Europe & Central Asia,DTP3,2011,93
Eastern Europe & Central Asia,HEPB3,2011,90
Eastern Europe & Central Asia,HEPBB,2011,64
Eastern Europe & Central Asia,HIB3,2011,58
Eastern Europe & Central Asia,MCV1,2011,95
Eastern Europe & Central Asia,MCV2,2011,91
Eastern Europe & Central Asia,PCV3,2011,22
Eastern Europe & Central Asia,POL3,2011,93
